Longitude,Latitude,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,1st_Road_Class,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Accident_Severity
-0.23278,51.485863,2,1,3,16,3,6,30,1,1,1,1,2
-0.288193,51.467711,1,1,7,19,3,1,30,4,1,1,1,3
-0.276189,51.469154,2,1,2,13,3,6,30,1,1,1,1,3
-0.341872,51.404815,2,1,6,14,3,6,30,1,1,1,1,2
-0.287042,51.483072,2,1,3,12,6,3,30,1,1,1,1,3
-0.239382,51.475261,1,1,3,16,3,6,30,1,1,1,1,3
-0.330186,51.445386,2,1,4,20,3,6,30,1,1,1,1,3
-0.273357,51.464076,2,1,7,22,3,6,30,4,1,1,1,3
-0.303275,51.464783,2,1,3,7,3,3,40,1,1,1,1,3
-0.231583,51.487014,2,1,2,6,3,6,30,1,1,1,1,3
-0.320464,51.455408,1,1,3,9,3,6,30,1,1,1,1,3
-0.237647,51.479192,2,1,3,8,3,6,30,1,1,1,1,3
-0.329918,51.444842,2,1,5,19,3,6,30,4,1,1,1,3
-0.356375,51.429389,2,2,5,15,3,6,30,1,1,2,1,3
-0.286323,51.467684,2,1,7,13,3,6,40,1,1,2,1,3
-0.287223,51.432086,1,1,1,11,6,6,20,1,1,1,1,3
-0.364603,51.428605,2,1,5,12,3,6,30,1,8,2,1,3
-0.374451,51.434857,1,1,2,13,3,6,30,1,1,1,1,3
-0.33739,51.445128,2,1,2,17,3,6,30,1,1,1,1,3
-0.354657,51.445192,2,1,4,10,6,6,30,1,1,1,1,3
-0.337212,51.406458,1,1,7,17,3,6,30,1,1,1,1,3
-0.330519,51.444131,2,1,6,9,3,6,30,1,2,2,1,3
-0.337014,51.435681,4,1,1,19,3,6,30,1,1,1,1,2
-0.286915,51.48262,1,1,4,10,3,6,30,1,1,1,1,3
-0.342571,51.405364,2,1,3,16,3,6,30,1,1,1,1,3
-0.339048,51.454954,2,2,7,18,4,6,30,1,1,1,1,3
-0.304894,51.440526,3,1,4,18,5,6,30,1,1,1,1,3
-0.324605,51.448453,2,1,5,17,3,6,30,1,1,1,1,3
-0.244348,51.484688,2,1,1,18,4,6,30,1,1,1,1,2
-0.263103,51.464914,3,1,1,11,3,6,30,1,1,1,1,3
-0.303549,51.46128,1,2,2,13,3,6,30,1,1,1,1,3
-0.339101,51.453516,2,1,5,10,3,3,30,1,1,1,1,3
-0.332784,51.445153,1,1,7,16,3,6,30,1,1,1,1,3
-0.236776,51.464431,3,1,3,13,3,6,30,1,1,1,1,3
-0.32416,51.448807,2,1,7,13,3,6,30,1,1,1,1,3
-0.359639,51.446701,1,1,2,13,5,6,30,1,1,1,1,3
-0.305827,51.458075,1,1,2,16,3,6,30,1,1,1,1,3
-0.329629,51.448795,2,1,3,19,3,6,30,4,1,1,1,3
-0.289021,51.480223,3,2,3,18,3,6,30,1,1,1,1,3
-0.292798,51.467778,2,1,5,15,6,6,30,1,1,1,1,3
-0.318498,51.457988,2,1,4,19,3,6,40,1,1,1,1,3
-0.268433,51.461036,2,1,3,11,4,6,30,1,1,1,1,3
-0.319821,51.421947,1,1,2,6,3,6,30,1,1,1,1,3
-0.261192,51.469742,4,2,6,12,3,6,30,1,1,1,1,3
-0.255834,51.470561,2,1,3,17,3,6,30,1,1,1,1,3
-0.323535,51.426586,2,1,4,7,3,6,30,1,2,2,1,3
-0.389157,51.433981,2,1,4,9,3,3,50,1,2,2,1,3
-0.365844,51.442201,2,1,5,17,3,3,40,1,1,1,1,3
-0.302806,51.434741,2,1,6,12,4,6,30,1,1,1,1,2
-0.363146,51.413028,3,1,5,12,3,6,30,1,1,1,1,3
-0.360946,51.422259,2,1,6,12,3,6,30,1,1,1,1,3
-0.339486,51.45478,1,1,2,8,4,6,30,1,1,1,1,3
-0.337815,51.445314,1,1,5,8,6,6,30,1,1,1,1,2
-0.245388,51.4651,2,1,4,8,3,6,30,1,2,2,1,3
-0.26555,51.434555,1,1,4,11,6,6,30,1,1,1,1,3
-0.239252,51.4749,3,1,2,8,3,6,30,1,1,1,1,3
-0.236772,51.464521,2,1,1,7,3,6,30,1,1,1,1,3
-0.299812,51.465002,2,1,3,8,3,1,30,1,1,1,1,3
-0.28834,51.467623,2,1,4,10,3,6,30,1,1,1,1,3
-0.233682,51.484888,2,1,4,8,3,6,30,1,2,2,1,3
-0.241911,51.484382,1,1,4,16,6,6,30,1,1,1,1,3
-0.357997,51.412236,2,1,5,19,3,6,30,1,1,1,1,3
-0.239221,51.475709,2,1,1,9,3,6,30,1,1,1,1,2
-0.362558,51.413379,2,1,4,9,3,6,30,1,1,1,1,3
-0.305159,51.46445,2,1,6,15,3,3,30,1,1,1,1,3
-0.287166,51.483613,4,3,6,10,3,6,30,1,1,1,1,3
-0.234272,51.484537,2,2,6,9,3,6,30,1,1,1,1,3
-0.266714,51.464608,1,1,7,5,3,6,30,1,1,1,1,3
-0.350819,51.435876,2,3,2,17,3,3,30,1,1,1,1,3
-0.236693,51.481516,2,2,5,12,3,6,30,1,1,2,1,3
-0.286147,51.472357,2,4,6,16,6,6,30,1,2,2,1,3
-0.28757,51.488205,2,1,4,8,3,6,30,1,1,1,1,2
-0.298771,51.446553,2,1,3,18,3,6,20,1,1,1,1,3
-0.238023,51.473173,3,2,5,19,3,6,30,1,1,2,1,3
-0.317182,51.419391,1,1,4,17,3,6,30,1,1,1,1,3
-0.298878,51.447543,1,1,5,20,3,6,30,1,1,2,1,3
-0.337341,51.43065,1,1,2,19,3,6,30,1,1,1,1,3
-0.311454,51.414812,2,1,2,15,5,6,30,1,1,1,1,3
-0.333696,51.45173,3,1,3,12,4,6,30,1,1,1,1,3
-0.36848,51.453029,2,1,5,17,4,6,30,1,1,1,1,3
-0.309229,51.455607,1,1,3,15,6,6,30,1,1,1,1,3
-0.33808,51.453861,2,1,3,9,3,6,40,1,1,1,1,3
-0.308477,51.456495,2,1,2,15,3,6,30,1,1,1,1,3
-0.317843,51.409239,2,1,7,17,3,6,30,1,1,1,1,2
-0.239231,51.475439,1,1,3,23,3,6,30,4,2,2,1,3
-0.332343,51.44146,2,1,2,16,3,6,30,1,1,1,1,3
-0.266426,51.464603,2,1,4,8,3,2,30,1,1,1,1,3
-0.373884,51.418393,3,3,2,15,5,6,30,1,1,1,1,2
-0.359096,51.421694,2,1,4,17,3,6,30,1,1,1,1,3
-0.276482,51.472845,3,1,4,16,3,6,30,1,1,1,1,3
-0.328119,51.446795,1,1,5,3,3,6,30,4,1,1,1,3
-0.292279,51.466242,3,2,5,8,3,6,30,1,1,1,1,3
-0.277958,51.464234,2,1,3,15,3,6,30,1,1,1,1,3
-0.333886,51.426734,2,1,2,18,3,1,30,1,1,1,1,2
-0.333935,51.445169,2,1,2,8,3,6,30,1,1,1,1,3
-0.320571,51.417191,1,1,7,4,4,6,30,4,1,1,1,3
-0.316095,51.409843,2,1,6,19,3,6,40,1,1,1,1,3
-0.330531,51.455642,2,1,7,6,3,1,30,1,1,1,1,3
-0.275512,51.464198,1,2,2,18,3,6,30,1,1,1,1,3
-0.299099,51.464812,2,1,2,12,3,3,30,1,1,1,1,3
-0.288278,51.461597,3,1,2,18,3,6,30,1,1,1,1,2
-0.348072,51.40832,3,3,3,9,3,6,30,1,1,1,1,3
-0.292272,51.474155,2,1,2,10,3,6,30,1,2,2,1,3
-0.305371,51.435407,2,3,7,12,3,6,30,1,1,1,1,3
-0.273788,51.464083,2,1,7,15,3,6,30,1,1,1,1,3
-0.304202,51.459221,1,1,3,11,6,6,30,1,1,1,1,3
-0.314531,51.460179,2,1,5,16,3,6,30,1,1,1,1,3
-0.237334,51.479817,1,1,5,23,3,6,30,4,1,1,1,3
-0.251403,51.473463,2,1,2,16,3,6,30,1,1,1,1,3
-0.333592,51.426909,2,1,5,20,3,6,30,4,1,1,1,3
-0.276758,51.469342,2,1,7,11,3,6,30,1,1,1,1,3
-0.359332,51.447236,5,1,5,13,5,6,30,1,1,1,1,3
-0.259071,51.464944,2,1,3,14,3,6,30,1,1,1,1,3
-0.276922,51.468805,2,1,2,8,3,3,30,1,2,2,1,3
-0.332167,51.4384,4,1,3,13,3,6,30,1,1,1,1,3
-0.329463,51.445465,1,1,5,14,3,6,30,1,1,1,1,3
-0.346947,51.451468,2,1,3,13,3,3,50,1,1,1,1,3
-0.31323,51.452517,2,1,3,7,3,6,30,1,1,1,1,3
-0.373268,51.415507,3,2,5,18,5,6,30,1,1,1,1,3
-0.282835,51.480042,1,1,5,15,3,6,30,1,1,1,1,3
-0.30568,51.458163,2,1,5,0,3,1,30,4,1,1,1,3
-0.297503,51.465149,3,1,6,11,3,6,30,1,1,1,1,3
-0.304874,51.46049,1,1,4,12,3,6,30,1,1,1,1,3
-0.25435,51.467931,1,1,5,9,5,6,30,1,1,1,1,3
-0.280666,51.422818,1,1,3,18,6,6,30,1,1,1,1,2
-0.322811,51.45814,1,1,1,17,3,6,30,1,1,1,1,3
-0.384924,51.427538,1,1,6,18,5,6,30,1,1,1,1,3
-0.35991,51.415051,2,1,7,11,3,6,30,1,1,1,1,3
-0.358569,51.412334,3,1,6,8,3,6,30,1,1,1,1,3
-0.373451,51.434663,2,2,3,16,3,6,30,1,1,1,1,3
-0.345139,51.453691,2,1,2,17,4,6,30,1,1,1,1,3
-0.298487,51.465793,2,1,3,7,3,6,30,1,1,1,1,3
-0.358934,51.418184,1,1,3,17,3,6,30,1,1,1,1,3
-0.326795,51.447585,2,1,3,17,3,6,30,1,1,1,1,3
-0.379998,51.432596,2,1,3,23,6,6,30,4,1,1,1,3
-0.269612,51.464111,2,1,5,15,3,6,30,1,1,1,1,3
-0.280536,51.468408,3,1,7,13,3,3,30,1,1,1,1,3
-0.359056,51.418816,1,1,7,1,3,6,30,4,1,1,1,3
-0.36563,51.444177,2,1,4,10,4,6,30,1,1,1,1,3
-0.341479,51.443478,1,1,5,14,3,6,30,1,1,1,1,3
-0.354235,51.42891,2,1,5,11,3,6,30,1,1,1,1,3
-0.318713,51.452146,2,1,5,19,3,6,30,1,2,2,1,3
-0.370562,51.418796,2,1,4,8,6,1,30,1,1,1,1,3
-0.254456,51.465145,2,1,3,18,3,6,30,1,1,1,1,3
-0.291146,51.461909,1,1,2,18,3,6,30,1,2,2,1,3
-0.24409,51.46517,2,1,3,16,3,6,30,1,1,1,1,3
-0.288566,51.480846,2,1,6,17,3,6,30,1,1,1,1,3
-0.303596,51.440597,1,1,6,21,3,6,30,4,1,1,1,3
-0.340314,51.427994,3,1,5,16,6,6,30,1,1,1,1,3
-0.338553,51.432915,2,1,6,8,3,6,30,1,1,1,1,3
-0.381299,51.420204,2,1,7,18,6,6,30,1,1,1,1,3
-0.368477,51.453119,2,1,3,14,4,6,30,1,1,1,1,2
-0.302569,51.460546,1,1,4,15,3,6,30,1,1,1,1,3
-0.301288,51.464035,3,1,6,9,3,6,30,1,1,1,1,3
-0.278251,51.42584,2,1,7,10,6,6,20,1,1,1,1,3
-0.314957,51.413424,2,1,4,6,4,6,30,1,1,1,1,3
-0.300404,51.464561,2,1,7,15,3,1,30,1,1,1,1,3
-0.374094,51.453017,2,1,4,19,6,6,30,1,1,1,1,3
-0.334393,51.416759,2,1,1,12,6,6,30,1,1,1,1,3
-0.314383,51.460267,2,1,6,10,3,6,30,1,1,1,1,3
-0.319898,51.45513,2,1,6,10,3,6,30,1,1,1,1,3
-0.323532,51.426676,2,1,1,19,3,6,30,1,1,1,1,3
-0.293728,51.465993,1,1,3,16,3,6,30,1,1,1,1,3
-0.363979,51.413849,2,1,7,12,5,6,30,1,1,1,1,3
-0.23517,51.483651,2,1,4,0,3,6,30,4,1,1,1,3
-0.25878,51.46503,3,1,7,16,3,6,30,1,1,1,1,3
-0.38203,51.448361,1,1,4,21,6,6,30,4,1,1,1,3
-0.344145,51.433444,1,1,4,13,6,6,30,1,1,1,1,3
-0.332065,51.445143,2,1,5,21,3,6,30,4,1,1,1,3
-0.358167,51.451626,1,1,7,15,5,6,30,1,1,1,1,3
-0.341333,51.427649,3,1,3,15,4,6,30,1,1,1,1,2
-0.354375,51.429002,2,1,4,10,3,6,30,1,1,1,1,3
-0.234275,51.484447,2,1,4,16,3,6,30,1,1,1,1,3
-0.236388,51.481961,2,1,2,7,3,6,30,1,1,1,1,2
-0.324899,51.448278,1,1,4,12,3,6,30,1,1,1,1,3
-0.332487,51.441462,2,1,3,8,3,6,30,1,1,1,1,2
-0.346969,51.434922,2,2,5,0,4,6,30,4,1,1,1,2
-0.275985,51.474546,1,1,3,7,6,6,30,1,1,1,1,2
-0.335468,51.442583,2,1,6,9,6,6,30,1,1,1,1,3
-0.301877,51.463684,1,1,4,17,3,6,30,1,1,1,1,2
-0.343101,51.442421,2,1,6,15,3,6,30,1,2,2,1,3
-0.38617,51.428904,1,1,6,4,5,6,30,4,1,1,1,3
-0.330521,51.455912,1,1,3,18,3,1,30,4,1,1,1,3
-0.347663,51.439608,1,1,1,10,3,6,30,1,1,1,1,3
-0.342287,51.405271,3,1,6,13,3,6,30,1,2,2,1,3
-0.311005,51.411388,2,1,2,21,3,1,30,4,1,1,1,3
-0.336782,51.453932,2,1,3,20,3,1,30,4,1,1,1,3
-0.365486,51.444175,2,2,3,11,4,6,30,1,1,1,1,3
-0.303881,51.440691,1,1,2,15,5,6,30,1,1,1,1,3
-0.367864,51.438003,2,1,2,12,3,6,30,1,1,1,1,3
-0.288422,51.461599,2,1,5,23,3,3,30,4,1,1,1,3
-0.324171,51.428843,2,1,4,9,3,6,30,1,1,1,1,3
-0.307888,51.456846,1,1,4,23,3,6,30,4,1,1,1,3
-0.272062,51.464057,2,1,5,15,3,6,30,1,1,1,1,3
-0.299237,51.464994,2,1,3,20,3,6,30,4,1,1,1,3
-0.233079,51.485598,1,1,5,10,3,6,30,1,1,1,1,2
-0.266858,51.46461,2,1,5,7,4,6,30,1,1,1,1,3
-0.348592,51.45374,2,2,1,16,4,6,30,1,1,1,1,3
-0.298517,51.464984,2,2,7,12,3,3,30,1,1,1,1,3
-0.287223,51.432086,2,1,2,17,6,6,20,1,1,1,1,3
-0.329015,51.445908,1,1,6,15,3,6,30,1,1,1,1,3
-0.365383,51.422861,2,1,4,8,5,6,30,1,1,1,1,3
-0.351722,51.44677,2,2,6,21,5,6,30,4,1,1,1,2
-0.380714,51.448972,2,1,2,20,3,6,30,4,1,1,1,3
-0.329629,51.448795,1,1,6,2,3,6,30,4,1,2,1,3
-0.329492,51.448613,2,1,6,7,3,6,30,4,1,1,1,3
-0.360373,51.414158,3,1,3,11,3,6,30,1,1,1,1,3
-0.310581,51.411202,2,1,5,19,3,1,30,1,1,1,1,3
-0.336648,51.42992,2,2,5,17,3,6,30,1,1,1,1,3
-0.305656,51.435501,1,1,2,8,4,6,30,1,8,1,1,3
-0.352697,51.431676,2,1,1,10,3,6,30,1,1,1,1,3
-0.232784,51.485773,2,1,6,9,3,6,30,1,1,1,1,3
-0.35095,51.428234,2,1,7,12,3,6,30,1,1,1,1,3
-0.30733,51.460255,1,1,4,13,6,6,30,1,1,1,1,3
-0.286891,51.483249,2,1,2,18,3,6,30,4,2,2,1,3
-0.236865,51.480799,2,1,4,8,3,6,30,1,1,2,1,3
-0.307338,51.463942,2,1,5,18,3,3,40,4,1,1,1,3
-0.306226,51.45898,1,1,2,19,3,6,30,4,8,2,1,3
-0.361635,51.439175,2,1,4,19,3,6,30,4,2,2,1,3
-0.264941,51.469617,1,1,5,22,3,6,30,4,1,1,1,3
-0.289018,51.461069,1,1,7,19,4,6,30,4,4,1,1,3
-0.378842,51.436806,2,1,3,11,3,7,30,1,4,1,1,3
-0.364239,51.442808,2,1,2,10,3,3,40,1,2,2,1,3
-0.345919,51.44408,1,1,4,17,3,6,30,1,1,1,1,3
-0.328672,51.447432,2,1,4,19,3,6,30,4,1,1,1,3
-0.250334,51.475066,3,2,5,12,4,6,30,1,1,1,1,3
-0.26692,51.466769,2,1,4,20,4,6,30,4,1,1,1,3
-0.33047,51.449436,1,2,4,8,3,6,30,1,1,2,1,3
-0.35559,51.42722,2,1,6,17,3,6,30,1,1,1,1,3
-0.275456,51.469503,1,1,5,0,3,6,30,4,2,2,1,3
-0.273357,51.464076,2,1,4,10,3,6,40,1,1,1,1,2
-0.276495,51.464842,2,1,4,22,3,6,30,4,1,1,1,3
-0.339948,51.42619,2,2,7,13,3,6,30,1,1,1,1,3
-0.365043,51.452531,1,1,5,8,5,1,30,1,9,2,1,3
-0.276729,51.466284,2,1,6,15,3,6,30,1,1,1,1,3
-0.272206,51.464059,2,1,6,9,3,6,30,1,1,1,1,3
-0.337651,51.426068,1,1,4,17,3,6,30,1,1,1,1,3
-0.281597,51.478496,2,1,1,17,3,6,30,4,2,2,1,3
-0.302988,51.464779,2,1,3,19,3,3,40,4,1,2,1,3
-0.362149,51.456987,2,1,3,19,4,6,30,4,5,2,1,2
-0.32646,51.456753,1,1,2,12,3,6,40,1,1,2,1,3
-0.327842,51.446521,1,1,3,11,6,2,30,1,2,2,1,3
-0.36022,51.438526,1,1,3,14,4,6,30,1,1,1,1,3
-0.379672,51.449947,1,1,2,15,3,6,30,1,1,1,1,3
-0.37239,51.456411,4,3,6,17,4,6,30,4,5,2,1,2
-0.250683,51.473452,2,1,7,14,3,6,30,1,1,1,1,2
-0.277247,51.46782,2,2,7,12,3,6,30,1,1,1,1,3
-0.29315,51.466075,2,1,2,12,3,6,30,1,1,1,1,3
-0.303599,51.456065,2,1,6,23,3,6,30,4,4,2,1,3
-0.293441,51.462122,2,1,3,18,3,6,30,1,1,1,1,3
-0.324311,51.448629,2,1,3,22,3,6,30,4,1,1,1,3
-0.266711,51.464698,2,1,6,7,3,6,30,1,8,4,1,3
-0.328267,51.446707,1,1,7,17,3,6,30,4,1,1,1,3
-0.267437,51.464528,4,1,2,17,3,2,30,4,7,2,1,3
-0.334377,51.417208,1,1,4,7,6,6,30,1,1,2,1,3
-0.314788,51.410184,2,1,2,8,3,6,30,1,1,1,1,3
-0.298801,51.461211,2,1,4,21,3,6,30,4,1,1,1,2
-0.314788,51.410184,4,1,7,9,3,6,40,1,1,2,1,3
-0.367626,51.452747,2,1,6,5,4,6,30,4,1,1,1,3
-0.306929,51.432193,1,1,6,23,3,6,30,4,5,2,1,3
-0.321206,51.423405,3,1,7,21,3,6,30,4,1,1,1,3
-0.350966,51.435788,2,1,5,8,3,3,30,1,1,1,1,3
-0.348239,51.443573,1,3,6,17,3,6,30,4,1,1,1,3
-0.33794,51.453769,2,1,2,6,3,3,40,4,1,2,1,3
-0.33794,51.453769,2,1,6,21,3,3,40,4,2,2,1,3
-0.303596,51.440597,2,1,4,18,3,6,30,4,1,2,1,3
-0.256909,51.465002,2,1,2,15,3,6,30,1,1,1,1,3
-0.363002,51.413026,2,1,5,15,3,6,30,1,1,1,1,3
-0.282459,51.463221,2,1,7,7,3,6,30,4,2,2,1,3
-0.289508,51.467191,2,3,2,15,3,6,30,4,1,1,1,3
-0.366673,51.431062,2,1,3,19,3,1,30,4,1,2,1,3
-0.352073,51.433016,2,2,3,18,3,6,30,4,2,2,1,3
-0.316042,51.419105,1,2,4,22,6,6,30,4,2,2,1,3
-0.281819,51.476431,2,1,5,7,3,6,30,1,1,1,1,3
-0.373191,51.413617,1,1,6,22,3,6,30,4,2,2,1,3
-0.234574,51.484182,2,2,7,10,3,6,30,1,1,1,1,3
-0.280142,51.467413,2,1,4,8,6,6,30,1,9,1,1,3
-0.324602,51.448543,2,1,6,13,3,6,30,1,1,1,1,3
-0.234426,51.484269,2,1,2,9,3,3,40,1,1,1,1,3
-0.318711,51.420852,2,1,5,16,3,6,30,4,1,2,1,3
-0.28202,51.463394,1,1,1,19,3,6,30,4,1,1,1,3
-0.342246,51.4541,1,1,4,8,4,6,30,1,1,2,1,3
-0.364671,51.442814,2,1,6,8,3,3,40,1,1,1,1,2
-0.275908,51.46897,1,1,3,23,3,6,30,4,1,2,1,3
-0.345489,51.451987,1,1,7,18,3,3,40,4,1,1,1,3
-0.316771,51.434493,2,1,2,9,6,6,30,1,1,1,1,2
-0.336209,51.406353,2,1,3,16,3,6,30,1,1,1,1,3
-0.261805,51.464985,2,1,4,6,3,6,30,1,1,1,1,3
-0.303339,51.463075,2,2,7,10,6,6,30,1,2,2,1,2
-0.339852,51.444714,2,2,7,12,3,6,30,1,1,1,1,2
-0.347103,51.435194,2,3,7,9,4,6,30,1,1,1,1,2
-0.377977,51.449024,2,1,6,19,5,6,30,4,1,1,1,3
-0.359022,51.447861,3,1,4,12,5,6,30,1,1,1,1,3
-0.378439,51.435991,2,1,7,19,3,1,30,4,1,2,1,3
-0.32922,51.456073,2,1,3,10,3,6,30,1,1,1,1,3
-0.276516,51.464303,2,2,6,18,3,3,30,4,1,1,1,2
-0.320277,51.436971,2,1,7,11,6,6,30,1,1,1,1,2
-0.286799,51.478032,1,1,2,11,4,6,30,1,1,2,1,3
-0.285524,51.462097,2,1,3,8,3,3,30,1,1,1,1,3
-0.28679,51.474435,2,1,3,8,4,6,30,1,8,2,1,3
-0.315517,51.417748,2,2,5,16,3,6,30,4,1,1,1,3
-0.303397,51.44599,2,1,7,5,3,6,20,4,1,1,1,3
-0.287042,51.483072,1,1,6,14,3,6,30,1,2,2,1,3
-0.377988,51.436525,2,1,3,2,3,1,30,4,1,1,1,3
-0.254943,51.471267,2,1,5,14,3,6,30,1,1,1,1,3
-0.307156,51.429948,2,2,3,13,5,6,30,1,1,1,1,3
-0.36,51.412534,2,1,2,18,3,6,30,4,1,1,1,3
-0.41497,51.440538,2,1,1,7,3,6,30,1,1,1,1,3
-0.246324,51.493261,2,1,6,10,3,6,30,1,1,1,1,3
-0.407985,51.484147,3,1,7,18,3,3,40,4,1,1,1,3
-0.407707,51.483873,2,1,7,5,3,3,50,4,2,2,1,3
-0.298839,51.491157,2,4,4,22,3,3,40,4,1,1,1,2
-0.362355,51.467332,1,1,6,14,3,6,30,1,1,1,1,3
-0.382053,51.435502,2,1,2,20,3,7,30,4,2,2,1,3
-0.325044,51.483621,2,1,3,13,3,3,40,1,1,1,1,3
-0.364012,51.465286,1,1,4,12,3,6,30,1,1,1,1,3
-0.363922,51.463757,2,1,4,22,6,6,30,4,8,2,1,3
-0.382755,51.472651,1,1,4,19,6,6,30,4,1,1,1,3
-0.26695,51.492578,1,1,6,18,3,6,30,1,1,1,1,3
-0.36439,51.47887,1,1,7,20,3,3,30,4,1,1,1,3
-0.404471,51.477534,2,1,3,15,3,3,40,1,1,1,1,3
-0.422272,51.466625,2,2,5,14,3,3,30,1,1,1,1,3
-0.422272,51.466625,4,1,5,15,3,3,50,1,1,1,1,3
-0.418113,51.432847,2,1,2,17,5,6,30,4,2,2,1,3
-0.282251,51.495591,1,1,6,1,3,3,40,4,2,2,1,3
-0.347026,51.481145,4,1,3,8,6,6,30,1,1,1,1,3
-0.308974,51.489775,2,1,7,1,3,3,40,4,1,1,1,3
-0.396042,51.475621,2,1,4,6,3,3,50,4,1,1,1,3
-0.416828,51.445059,2,1,1,13,6,6,30,1,1,1,1,3
-0.39173,51.475382,2,1,2,10,3,3,40,1,1,1,1,3
-0.378814,51.470078,3,2,7,17,3,6,30,4,1,1,1,3
-0.412263,51.448055,3,3,6,8,4,6,30,1,1,1,1,3
-0.287831,51.488928,1,1,7,10,3,6,30,1,1,1,1,3
-0.356937,51.469864,2,1,4,16,3,6,30,1,1,1,1,3
-0.329782,51.484048,2,1,2,18,4,1,30,4,1,2,1,3
-0.396177,51.463573,1,1,1,2,6,6,30,4,1,1,1,3
-0.377278,51.484985,1,1,5,9,5,6,30,1,1,1,1,2
-0.385813,51.46352,2,1,3,12,6,6,30,1,4,1,1,3
-0.420394,51.450143,1,1,6,8,4,6,30,1,1,1,1,3
-0.409127,51.447203,1,1,4,15,4,6,30,1,1,1,1,3
-0.40939,51.456199,2,2,3,8,3,6,30,1,1,1,1,3
-0.326932,51.483198,1,1,6,17,3,3,40,4,1,1,1,3
-0.390057,51.47383,2,1,7,15,3,3,30,1,1,1,1,3
-0.371567,51.487603,2,1,5,20,3,6,30,4,2,2,1,3
-0.404606,51.477806,2,1,6,11,3,3,30,1,1,1,1,3
-0.361435,51.476941,2,1,5,18,4,6,30,4,1,1,1,3
-0.40699,51.471364,1,1,4,1,3,3,40,4,8,2,1,3
-0.268524,51.481451,1,1,6,16,5,6,30,1,1,1,1,3
-0.384809,51.438957,2,1,6,18,3,6,30,4,2,2,1,3
-0.386864,51.429633,2,1,7,23,6,6,30,4,1,1,1,3
-0.330307,51.465711,2,1,5,8,3,6,30,1,2,2,1,3
-0.410595,51.479506,2,2,5,20,3,3,40,4,1,1,1,3
-0.280592,51.489901,4,1,7,1,3,6,30,4,1,2,1,3
-0.386916,51.473068,1,1,6,18,3,6,30,4,1,1,1,3
-0.41159,51.438424,2,1,4,22,6,1,30,4,2,2,1,3
-0.405793,51.452014,2,2,5,1,3,3,30,4,2,2,1,3
-0.423522,51.442901,1,1,4,7,6,6,30,1,8,4,1,3
-0.340482,51.474937,1,1,3,11,3,6,30,1,1,2,1,3
-0.365729,51.461534,2,1,2,20,6,6,30,4,1,2,1,3
-0.317399,51.491784,1,1,5,23,3,6,30,4,1,2,1,3
-0.380127,51.437094,2,1,1,17,3,3,40,4,1,1,1,2
-0.372904,51.486453,3,2,7,18,3,6,30,4,1,1,1,3
-0.263498,51.492437,2,1,2,16,3,6,30,1,1,1,1,3
-0.290016,51.492108,1,2,6,15,3,3,40,1,1,1,1,2
-0.424779,51.45236,2,1,6,20,4,6,30,4,1,1,1,2
-0.325249,51.478048,1,1,7,12,3,6,30,1,1,1,1,3
-0.266706,51.487629,2,3,7,23,3,3,40,4,1,1,1,3
-0.264831,51.491468,2,1,3,18,3,6,30,4,2,2,1,3
-0.32637,51.48283,2,1,3,18,4,6,30,4,1,1,1,3
-0.409099,51.49765,2,1,6,19,6,6,30,4,1,1,1,3
-0.482257,51.494214,2,1,3,10,1,3,40,1,1,2,2,3
-0.405673,51.471975,2,1,7,9,3,3,40,1,1,1,1,3
-0.378436,51.436081,2,1,4,15,3,1,30,1,1,1,1,3
-0.339483,51.49057,2,3,3,8,4,6,30,1,1,2,1,3
-0.33675,51.482528,2,2,6,19,3,6,30,4,2,2,1,3
-0.388272,51.463195,2,1,2,13,6,6,30,1,1,1,1,3
-0.362064,51.467417,1,1,6,16,3,6,30,1,1,1,1,2
-0.378004,51.484815,2,1,4,17,6,6,30,4,1,1,1,3
-0.345977,51.458379,3,1,7,14,6,6,30,1,1,1,1,3
-0.44604,51.449317,2,1,3,21,3,6,30,4,1,1,1,3
-0.263212,51.481012,2,1,5,8,6,6,30,1,1,1,1,3
-0.386916,51.473068,1,1,5,14,3,6,30,1,1,2,1,3
-0.398761,51.476108,1,2,3,16,3,3,30,5,1,1,1,3
-0.41324,51.432331,2,2,5,7,5,6,30,1,1,1,1,3
-0.268059,51.48612,2,1,5,11,6,6,30,1,2,2,1,3
-0.268974,51.484785,2,1,2,7,5,6,30,1,1,1,1,3
-0.323649,51.478475,2,1,5,20,3,6,30,4,1,1,1,3
-0.289572,51.488594,2,1,2,9,3,6,30,1,1,1,1,3
-0.41088,51.4796,2,1,1,18,3,3,30,4,2,2,1,3
-0.409572,51.492351,2,1,2,12,3,1,30,1,1,1,1,3
-0.409662,51.456652,4,3,3,9,3,3,30,1,1,1,1,3
-0.384352,51.47636,2,1,4,22,3,3,30,4,1,1,1,3
-0.323649,51.478475,2,3,7,17,3,6,30,4,1,1,1,3
-0.34499,51.473742,2,5,7,19,3,6,30,4,3,2,1,3
-0.377542,51.441015,1,1,4,15,6,6,30,1,1,1,1,3
-0.413427,51.480893,2,3,3,15,5,6,30,1,1,1,1,3
